presence.summary	color	subs_clone	confidence	id	event_type	event_id	csv_locus	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I-H-103207-T2-1-D1-1.count	I-H-103207-T3-1-D1-1.count	I-H-103207-T4-1-D1-1.count	I-H-103207-T5-1-D1-1.count	I-H-103207-T6-1-D1-1.count	I-H-103207-T7-1-D1-1.count	I-H-103207-T8-1-D1-1.count	I-H-103207-T9-1-D1-1.count	I-H-103207-T10-1-D1-1.count	I-H-103207-T11-1-D1-1.count	T1.count	N2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag	chr1.mbrass	strand1.mbrass	start1.mbrass	end1.mbrass	chr2.mbrass	presence.I.H.103207.T2.1.D1.1	presence.I.H.103207.T3.1.D1.1	presence.I.H.103207.T4.1.D1.1	presence.I.H.103207.T5.1.D1.1	presence.I.H.103207.T6.1.D1.1	presence.I.H.103207.T7.1.D1.1	presence.I.H.103207.T8.1.D1.1	presence.I.H.103207.T9.1.D1.1	presence.I.H.103207.T10.1.D1.1	presence.I.H.103207.T11.1.D1.1	presence.I.H.103207.T1.1.D1.1	presence.I.H.103207.N2.1.D1.1	I.H.103207.N2.1.D1.1__numcallers	I.H.103207.N2.1.D1.1__callers	I.H.103207.N2.1.D1.1__numreads_brass	I.H.103207.N2.1.D1.1__numreads_svaba	I.H.103207.N2.1.D1.1__numreads_gridss	I.H.103207.T10.1.D1.1__numcallers	I.H.103207.T10.1.D1.1__callers	I.H.103207.T10.1.D1.1__numreads_brass	I.H.103207.T10.1.D1.1__numreads_svaba	I.H.103207.T10.1.D1.1__numreads_gridss	I.H.103207.T11.1.D1.1__numcallers	I.H.103207.T11.1.D1.1__callers	I.H.103207.T11.1.D1.1__numreads_brass	I.H.103207.T11.1.D1.1__numreads_svaba	I.H.103207.T11.1.D1.1__numreads_gridss	I.H.103207.T2.1.D1.1__numcallers	I.H.103207.T2.1.D1.1__callers	I.H.103207.T2.1.D1.1__numreads_brass	I.H.103207.T2.1.D1.1__numreads_svaba	I.H.103207.T2.1.D1.1__numreads_gridss	I.H.103207.T3.1.D1.1__numcallers	I.H.103207.T3.1.D1.1__callers	I.H.103207.T3.1.D1.1__numreads_brass	I.H.103207.T3.1.D1.1__numreads_svaba	I.H.103207.T3.1.D1.1__numreads_gridss	I.H.103207.T4.1.D1.1__numcallers	I.H.103207.T4.1.D1.1__callers	I.H.103207.T4.1.D1.1__numreads_brass	I.H.103207.T4.1.D1.1__numreads_svaba	I.H.103207.T4.1.D1.1__numreads_gridss	I.H.103207.T5.1.D1.1__numcallers	I.H.103207.T5.1.D1.1__callers	I.H.103207.T5.1.D1.1__numreads_brass	I.H.103207.T5.1.D1.1__numreads_svaba	I.H.103207.T5.1.D1.1__numreads_gridss	I.H.103207.T6.1.D1.1__numcallers	I.H.103207.T6.1.D1.1__callers	I.H.103207.T6.1.D1.1__numreads_brass	I.H.103207.T6.1.D1.1__numreads_svaba	I.H.103207.T6.1.D1.1__numreads_gridss	I.H.103207.T7.1.D1.1__numcallers	I.H.103207.T7.1.D1.1__callers	I.H.103207.T7.1.D1.1__numreads_brass	I.H.103207.T7.1.D1.1__numreads_svaba	I.H.103207.T7.1.D1.1__numreads_gridss	I.H.103207.T8.1.D1.1__numcallers	I.H.103207.T8.1.D1.1__callers	I.H.103207.T8.1.D1.1__numreads_brass	I.H.103207.T8.1.D1.1__numreads_svaba	I.H.103207.T8.1.D1.1__numreads_gridss	I.H.103207.T9.1.D1.1__numcallers	I.H.103207.T9.1.D1.1__callers	I.H.103207.T9.1.D1.1__numreads_brass	I.H.103207.T9.1.D1.1__numreads_svaba	I.H.103207.T9.1.D1.1__numreads_gridss	presence.summary
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	93	chromothripsis	13	mycn	2	16075034	16075036	2	16076491	16076491	-	+	0	0	0	2	2	11	15	0	5	3	5	1	0	0	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0	2	-	16075164	16075169	2	0	1	1	1	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T9_T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	94	chromothripsis	13	mycn	2	16075056	16075056	2	16076500	16076502	+	-	0	0	3	2	1	8	15	0	5	0	5	2	0	0	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0	2	+	16075265	16075299	2	1	1	0	1	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T5_T6_T8_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	95	chromothripsis	13	mycn	2	16075136	16075138	2	16076747	16076747	-	+	0	0	0	2	2	11	15	0	5	3	5	1	0	0	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0	2	-	16075164	16075169	2	0	1	1	1	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T9_T10
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	124	complex_unclassified	6	mycn	2	16076243	16076243	2	16129563	16129565	+	-	0	0	1	0	2	449	566	10	185	1	706	708	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16076091	16076092	2	0	0	1	1	1	1	1	0	1	1	0	0	NA	NA	NA	NA	NA	1	brass	706	NA	NA	1	brass	1031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	629	NA	NA	1	brass	825	NA	NA	1	gridss	NA	NA	18	1	brass	284	NA	NA	NA	NA	NA	NA	NA	T4_T5_T6_T7_T8_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	122	chromothripsis	13	mycn	2	16076611	16076613	2	16127884	16127886	-	-	0	0	0	0	1	17	29	0	14	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	16076477	16076755	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	14	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	151	chromothripsis	13	mycn	2	16080802	16080802	2	16174292	16174294	+	-	0	0	0	0	0	28	37	2	14	0	0	0	0	0	MYCN	MYCN	ENST00000281043	1	_	5UTRexon	1	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100	2	+	16080730	16080856	2	0	0	0	1	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	14	NA	NA	NA	NA	NA	NA	NA	T5_T6_T7_T8
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	126	complex_unclassified	6	mycn	2	16082617	16082617	2	16130677	16130679	+	-	0	0	1	3	3	589	728	13	256	2	948	1084	0	1	MYCN	MYCN	ENST00000281043	1	_	exon	2	3	_	_	_	_	_	_	_	_	_	_	0	2	+	16082563	16082568	2	0	1	1	1	1	1	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	svaba,gridss	NA	10	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T7_T8_T9_T10_T11
T10	#00B050	A1_PD1 100%	high	241	complex_unclassified	20	mycn	2	16084270	16084272	2	16375985	16375985	-	+	0	0	0	0	0	0	0	0	0	0	19	0	0	0	MYCN	MYCN	ENST00000281043	1	1	intron	2	3	_	_	_	_	_	_	_	_	_	_	0	2	-	16084196	16084422	2	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	253	chromothripsis	13	mycn	2	16110175	16110177	2	16397257	16397259	-	-	0	0	0	0	0	83	18	1	3	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	16110138	16110327	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	83	NA	NA	1	brass	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T11	#7800F8	A2_PD1 100%	high	201	complex_unclassified	12	mycn	2	16112987	16112987	2	16249231	16249231	+	+	0	0	0	0	0	0	0	0	0	0	0	14	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16112905	16113222	2	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	192	chromothripsis	13	mycn	2	16113426	16113428	2	16224491	16224493	-	-	0	0	0	0	0	20	28	1	14	0	0	0	0	0	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	3	4	_	0	2	-	16113308	16113578	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	gridss,brass	14	NA	14	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	147	chromothripsis	13	mycn	2	16116414	16116414	2	16170921	16170921	+	+	0	0	0	0	1	21	16	1	7	0	0	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0	2	+	16116372	16116519	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	21	NA	NA	1	brass	16	NA	NA	NA	NA	NA	NA	NA	1	brass	7	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	113	chromothripsis	13	mycn	2	16117865	16117865	2	16118947	16118949	+	-	0	0	1	1	1	11	6	0	3	3	1	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16118107	16118233	2	0	0	0	1	1	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8_T9
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	112	chromothripsis	13	mycn	2	16117913	16117915	2	16118938	16118938	-	+	0	0	2	3	2	10	12	0	2	0	3	2	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	16117817	16118065	2	1	1	1	1	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T10_T11
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	185	complex_unclassified	6	mycn	2	16125217	16125219	2	16213964	16213964	-	+	0	0	1	3	1	661	785	30	259	1	975	937	0	2	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	2	4	_	0	2	-	16125301	16125367	2	0	1	0	1	1	1	1	0	1	1	0	1	NA	NA	NA	NA	NA	1	brass	975	NA	NA	1	brass	938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	662	NA	NA	1	brass	785	NA	NA	2	svaba,gridss	NA	22	33	1	brass	259	NA	NA	NA	NA	NA	NA	NA	T3_T5_T6_T7_T8_T10_T11_N2
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	125	chromothripsis	13	mycn	2	16128145	16128147	2	16129664	16129664	-	+	0	0	0	2	6	16	11	0	6	2	3	1	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	16128161	16128297	2	0	1	1	1	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T9_T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	123	chromothripsis	13	mycn	2	16128390	16128390	2	16129374	16129376	+	-	0	0	1	3	4	17	22	0	4	0	9	2	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16128350	16128463	2	0	1	1	1	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	4	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T10_T11
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	219	complex_unclassified	6	mycn	2	16140787	16140787	2	16342343	16342345	+	-	0	0	1	1	2	560	664	19	216	2	871	889	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0	2	+	16140653	16140654	2	0	0	1	1	1	1	1	1	1	1	0	0	NA	NA	NA	NA	NA	1	brass	1070	NA	NA	1	brass	1088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	690	NA	NA	1	brass	702	NA	NA	NA	NA	NA	NA	NA	1	brass	216	NA	NA	NA	NA	NA	NA	NA	T4_T5_T6_T7_T8_T9_T10_T11
T4	#E2705D	R1 44%	high	165	complex_unclassified	30	mycn	2	16165000	16165000	2	16184882	16184884	+	-	0	0	0	0	24	1	0	0	0	0	0	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100	2	+	16164929	16165165	2	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4
T4	#E2705D	R1 44%	high	168	complex_unclassified	30	mycn	2	16165772	16165774	2	16185711	16185711	-	+	0	0	1	0	16	0	0	0	0	0	0	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100	2	-	16165643	16165924	2	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	212	chromothripsis	13	mycn	2	16170103	16170103	2	16274233	16274233	+	+	0	0	1	0	0	30	14	2	14	0	0	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0	2	+	16170027	16170200	2	0	0	0	1	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	14	NA	NA	NA	NA	NA	NA	NA	T5_T6_T7_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	205	chromothripsis	13	mycn	2	16177272	16177272	2	16258682	16258682	+	+	0	0	0	0	0	20	15	0	18	0	0	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0	2	+	16177192	16177246	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	20	NA	NA	1	brass	15	NA	NA	NA	NA	NA	NA	NA	2	gridss,brass	18	NA	17	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	184	complex_unclassified	6	mycn	2	16178411	16178413	2	16212590	16212592	-	-	0	0	4	3	8	842	971	21	333	4	1036	1170	0	1	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	100	2	-	16178503	16178561	2	1	1	1	1	1	1	1	1	1	1	0	0	NA	NA	NA	NA	NA	1	brass	1036	NA	NA	1	brass	1170	NA	NA	1	brass	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	842	NA	NA	1	brass	971	NA	NA	2	svaba,gridss	NA	0	21	1	brass	257	NA	NA	1	brass	4	NA	NA	T2_T3_T4_T5_T6_T7_T8_T9_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	264	chromothripsis	13	mycn	2	16181071	16181071	2	16422977	16422979	+	-	0	0	0	0	0	80	17	0	5	0	0	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0	2	+	16180995	16181199	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	159	chromothripsis	13	mycn	2	16181309	16181309	2	16183007	16183009	+	-	0	0	0	3	2	12	15	0	2	1	1	1	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100	2	+	16181305	16181584	2	0	1	1	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	163	chromothripsis	13	mycn	2	16183089	16183091	2	16184697	16184697	-	+	0	0	2	0	3	12	8	1	2	3	6	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100	2	-	16182887	16183127	2	1	0	1	1	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	1	brass	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T4_T5_T6_T8_T9_T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	169	chromothripsis	13	mycn	2	16188196	16188196	2	16189204	16189206	+	-	0	0	0	0	1	11	5	0	1	3	3	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100	2	+	16188402	16188534	2	0	0	0	1	1	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T9_T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	177	chromothripsis	13	mycn	2	16195294	16195294	2	16197066	16197068	+	-	0	0	1	7	3	12	22	0	6	4	4	1	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	100	2	+	16195477	16195758	2	0	1	1	1	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	1	brass	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T9_T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	176	chromothripsis	13	mycn	2	16195623	16195625	2	16197062	16197062	-	+	0	0	0	1	4	25	28	0	8	1	10	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	100	2	-	16195290	16195561	2	0	0	1	1	1	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4_T5_T6_T8_T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	187	chromothripsis	13	mycn	2	16214750	16214752	2	16216070	16216070	-	+	0	0	0	4	2	4	16	0	5	1	9	0	0	0	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	2	4	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	2	4	_	100	2	-	16214750	16214902	2	0	1	1	1	1	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	186	chromothripsis	13	mycn	2	16215046	16215046	2	16215799	16215801	+	-	0	0	0	2	4	11	15	1	5	1	5	2	0	0	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	2	4	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	2	4	_	100	2	+	16214962	16215079	2	0	1	1	1	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T10_T11
