id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.116987.T1.1.D1.1.count	I.H.116987.T2.1.D1.1.count	I.H.116987.T3.1.D1.1.count	I.H.116987.T4.1.D1.1.count	I.H.116987.T5.1.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
90	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15359257	15359257	2	15937805	15937807	+	-	0	0	0	18	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	47	52	_	_	_	_	_	_	_	_	_	_	0
40	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15394566	15394566	2	15629885	15629885	+	+	0	0	0	16	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	44	52	_	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	880
336	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15433081	15433083	2	16474496	16474498	-	-	0	0	0	19	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	40	52	_	_	_	_	_	_	_	_	_	_	0
322	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15450320	15450320	2	16423143	16423143	+	+	0	0	0	20	0	0	0	NBAS	NBAS	ENST00000281513	-1	1	intron	38	52	_	_	_	_	_	_	_	_	_	_	0
78	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15521377	15521379	2	15897829	15897829	-	+	0	0	0	42	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	29	52	_	_	_	_	_	_	_	_	_	_	0
46	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15592959	15592961	2	15698313	15698315	-	-	0	0	0	17	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	NBAS	NBAS	ENST00000281513	-1	1	intron	2	52	_	680
53	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15593154	15593154	2	15734267	15734267	+	+	0	0	0	14	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	DDX1	DDX1	ENST00000381341	1	1	intron	2	27	_	540
62	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15641706	15641706	2	15784528	15784528	+	+	0	0	0	17	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	_	_	_	_	_	_	_	_	_	0
198	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15641923	15641925	2	16143972	16143972	-	+	0	0	0	14	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
277	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15647730	15647730	2	16340498	16340500	+	-	0	0	0	42	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	10	52	_	_	_	_	_	_	_	_	_	_	0
73	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15668958	15668958	2	15861768	15861770	+	-	0	0	0	17	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	9	52	_	_	_	_	_	_	_	_	_	_	0
184	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15685595	15685597	2	16126152	16126154	-	-	0	0	0	12	0	0	0	NBAS	NBAS	ENST00000281513	-1	1	intron	6	52	_	_	_	_	_	_	_	_	_	_	0
245	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15799036	15799038	2	16196329	16196331	-	-	0	0	0	49	0	0	0	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	0
289	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15849493	15849493	2	16383742	16383742	+	+	0	0	1	10	0	0	0	_	_	_	_	_	_	_	_	_	AC010745.1	AC010745.1	ENST00000444804	1	_	UTRintron	1	3	_	0
448	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr13.1	15048386-16579721	77045572-77078972	0.048609942	2	15954433	15954437	13	77045570	77045574	-	+	0	0	0	21	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
268	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	16024441	16024441	2	16248912	16248912	+	+	0	0	0	10	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
250	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	16158603	16158603	2	16203717	16203719	+	-	0	0	0	10	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	100
274	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	16215936	16215938	2	16332807	16332809	-	-	0	0	0	27	0	0	0	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	2	4	_	_	_	_	_	_	_	_	_	_	0
285	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	16252433	16252435	2	16358597	16358597	-	+	0	0	0	14	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
362	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	16457630	16457630	2	16548049	16548051	+	-	0	0	0	16	0	0	0	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
392	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	16458491	16458493	2	16579721	16579721	-	+	0	0	0	29	0	0	0	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
450	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr13.4	15048386-16579721	110189338-110461890.5	0.048609942	2	16542032	16542034	13	110189338	110189338	-	+	0	0	0	19	0	0	0	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	1	3	_	_	_	_	_	_	_	_	_	_	0
449	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr13.1	1.chr13.3	77045572-77078972	105186988-105186988	0.048609942	13	77078971	77078973	13	105186987	105186989	+	+	0	0	0	13	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
451	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr13.2	1.chr13.4	92756582.5-92756582.5	110189338-110461890.5	0.048609942	13	92756581	92756584	13	110461889	110461892	-	-	0	0	0	17	0	0	0	GPC5	GPC5	ENST00000377067	1	0	intron	6	8	_	_	_	_	_	_	_	_	_	_	0
444	T2	high	D2 16%	simple_deletion	14	none	#FCD5B4	simple_deletion	2	1	2.chr7.1	2.chr7.2	147079495.5-147079495.5	147209373.5-147209373.5	NA	7	147079493	147079498	7	147209371	147209376	+	+	0	0	0	28	0	0	0	CNTNAP2	CNTNAP2	ENST00000361727	1	1	intron	9	24	_	CNTNAP2	CNTNAP2	ENST00000361727	1	1	intron	11	24	_	880
419	T2	high	D2 16%	tandem_duplication	15	none	#FCD5B4	tandem_duplication	3	1	3.chr12.1	3.chr12.2	11687771.5-11687771.5	11760280.5-11760280.5	NA	12	11687771	11687772	12	11760280	11760281	-	-	0	0	0	3	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
3	T3	high	SL1 55%	simple_deletion	18	none	#996633	simple_deletion	1	1	1.chr1.1	1.chr1.2	200972290-200972290	200973692-200973692	NA	1	200972290	200972290	1	200973692	200973692	+	+	0	0	0	0	7	0	0	KIF21B	KIF21B	ENST00000332129	-1	0	intron	8	34	_	KIF21B	KIF21B	ENST00000332129	-1	0	intron	6	34	_	880
52	T3	high	SL1 55%	DM	19	mycn	#996633	complex	2	6	2.chr2.1	2.chr2.1	15083290-16563977	15083290-16563977	0.000869452	2	15083289	15083291	2	15734261	15734261	-	+	0	0	0	0	10	0	0	_	_	_	_	_	_	_	_	_	DDX1	DDX1	ENST00000381341	1	1	intron	2	27	_	0
313	T3	high	SL1 55%	DM	19	mycn	#996633	complex	2	6	2.chr2.1	2.chr2.1	15083290-16563977	15083290-16563977	0.000869452	2	15358674	15358676	2	16410304	16410306	-	-	0	0	0	0	346	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	48	52	_	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRexon	3	3	_	200
191	T3	high	SL1 55%	DM	19	mycn	#996633	complex	2	6	2.chr2.1	2.chr2.1	15083290-16563977	15083290-16563977	0.000869452	2	15380609	15380609	2	16140923	16140925	+	-	0	0	0	0	292	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	44	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
133	T3	high	SL1 55%	DM	19	mycn	#996633	complex	2	6	2.chr2.1	2.chr2.1	15083290-16563977	15083290-16563977	0.000869452	2	15560154	15560154	2	16062109	16062109	+	+	0	0	0	0	10	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	23	52	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	200
141	T3	high	SL1 55%	DM	19	mycn	#996633	complex	2	6	2.chr2.1	2.chr2.1	15083290-16563977	15083290-16563977	0.000869452	2	15734096	15734098	2	16085853	16085855	-	-	0	0	0	0	371	0	0	DDX1	DDX1	ENST00000381341	1	1	intron	2	27	_	MYCN	MYCN	ENST00000281043	1	_	exon	3	3	_	740
375	T3	high	SL1 55%	DM	19	mycn	#996633	complex	2	6	2.chr2.1	2.chr2.1	15083290-16563977	15083290-16563977	0.000869452	2	15753026	15753028	2	16563976	16563978	-	-	0	0	0	0	273	0	0	DDX1	DDX1	ENST00000381341	1	2	intron	14	27	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	200
5	T4	high	SL2 21%	tandem_duplication	20	MDM4	#DC91CB	tandem_duplication	1	1	1.chr1.1	1.chr1.2	203105203-203105203	205804448-205804448	NA	1	203105202	203105204	1	205804447	205804449	-	-	0	0	0	0	0	40	0	ADORA1	ADORA1	ENST00000367236	1	2	intron	2	3	_	PM20D1	PM20D1	ENST00000367136	-1	0	intron	10	13	_	540
